Species	MaxT	MinT	lng	lat	bed_info	FAMILY
Herpestides_antiquus	23.03	22.4	8	49	908368	Herpestidae
Herpestides_antiquus	22.4	20	8	50	908381	Herpestidae
Herpestides_antiquus	22.4	20	-1	41	1375546	Herpestidae
Proailurus_lemanensis	22.4	20	8	50	908380	Felidae
Angelarctocyon_australis	40.4	37.2	-104	29	177395	Amphicyonidae
Daphoenus_lambei	40.4	37.2	-107	43	177433	Amphicyonidae
Angelarctocyon_australis	40.4	37.2	-104	29	177499	Amphicyonidae
Daphoenus_lambei	40.4	37.2	-107	43	177820	Amphicyonidae
Parictis_parvus	37.2	33.9	-102	43	177833	Amphicynodontinae
Parictis_gilpini	37.2	33.9	-102	43	177834	Amphicynodontinae
Parictis_dakotensis	37.2	33.9	-102	43	177835	Amphicynodontinae
Brachyrhynchocyon_dodgei	37.2	33.9	-102	43	177836	Amphicyonidae
Hesperocyon_gregarius	37.2	33.9	-107	43	177871	Canidae
Daphoenus_lambei	37.2	33.9	-107	43	177898	Amphicyonidae
Hesperocyon_gregarius	37.2	33.9	-107	43	177901	Canidae
Parictis_personi	37.2	33.9	-108	43	177925	Amphicynodontinae
Parictis_dakotensis	37.2	33.9	-102	43	177942	Amphicynodontinae
Brachyrhynchocyon_dodgei	37.2	33.9	-103	42	177986	Amphicyonidae
Daphoenictis_tedfordi	37.2	33.9	-103	42	177987	Amphicyonidae
Hesperocyon_gregarius	37.2	33.9	-103	42	177988	Canidae
Dinictis_felina	37.2	33.9	-103	42	177989	Nimravidae
Brachyrhynchocyon_dodgei	37.2	33.9	-109	49	178027	Amphicyonidae
Daphoenictis_tedfordi	37.2	33.9	-109	49	178028	Amphicyonidae
Hesperocyon_gregarius	37.2	33.9	-109	49	178029	Canidae
Parictis_parvus	37.2	33.9	-109	49	178031	Amphicynodontinae
Hesperocyon_gregarius	37.2	33.9	-112	46	178117	Canidae
Hesperocyon_gregarius	37.2	33.9	-111	46	178127	Canidae
Hoplophoneus_primaevus	37.2	33.9	-103	42	178171	Nimravidae
Hesperocyon_gregarius	37.2	33.9	-103	42	178172	Canidae
Hesperocyon_gregarius	37.2	33.9	-103	42	178201	Canidae
Brachyrhynchocyon_dodgei	37.2	33.9	-103	42	178202	Amphicyonidae
Hoplophoneus_primaevus	37.2	33.9	-103	42	178204	Nimravidae
Hesperocyon_gregarius	37.2	33.9	-104	43	178232	Canidae
Parictis_gilpini	37.2	33.9	-104	43	178233	Amphicynodontinae
Brachyrhynchocyon_dodgei	37.2	33.9	-102	43	178265	Amphicyonidae
Hoplophoneus_primaevus	37.2	33.9	-102	43	178267	Nimravidae
Hesperocyon_gregarius	37.2	33.9	-105	42	178360	Canidae
Parictis_montanus	37.2	33.9	-112	46	178370	Amphicynodontinae
Parictis_gilpini	37.2	33.9	-103	42	178414	Amphicynodontinae
Hesperocyon_gregarius	37.2	33.9	-112	46	178435	Canidae
Parictis_parvus	37.2	33.9	-107	43	178466	Amphicynodontinae
Hesperocyon_gregarius	37.2	33.9	-107	43	178508	Canidae
Parictis_parvus	37.2	33.9	-107	43	178509	Amphicynodontinae
Hoplophoneus_primaevus	37.2	33.9	-107	43	178548	Nimravidae
Hesperocyon_gregarius	37.2	33.9	-107	43	178552	Canidae
Hoplophoneus_primaevus	37.2	33.9	-107	43	178599	Nimravidae
Hesperocyon_gregarius	37.2	33.9	-107	43	178603	Canidae
Hoplophoneus_primaevus	37.2	33.9	-107	43	178637	Nimravidae
Hesperocyon_gregarius	37.2	33.9	-107	43	178640	Canidae
Hoplophoneus_primaevus	37.2	33.9	-107	43	178663	Nimravidae
Hoplophoneus_primaevus	37.2	33.9	-107	43	178679	Nimravidae
Parictis_dakotensis	37.2	33.9	-103	43	178695	Amphicynodontinae
Hesperocyon_gregarius	37.2	33.9	-104	43	178706	Canidae
Brachyrhynchocyon_intermedius	37.2	33.9	-104	43	178707	Amphicyonidae
Parictis_dakotensis	37.2	33.9	-104	43	178708	Amphicynodontinae
Hesperocyon_gregarius	37.2	33.9	-103	40	178726	Canidae
Parictis_dakotensis	37.2	33.9	-103	40	178727	Amphicynodontinae
Hesperocyon_gregarius	37.2	33.9	-103	42	178799	Canidae
Brachyrhynchocyon_dodgei	37.2	33.9	-112	46	178836	Amphicyonidae
Parictis_montanus	37.2	33.9	-112	46	178837	Amphicynodontinae
Hesperocyon_gregarius	37.2	33.9	-112	46	178838	Canidae
Brachyrhynchocyon_dodgei	37.2	33.9	-112	45	178853	Amphicyonidae
Hesperocyon_gregarius	37.2	33.9	-103	42	178931	Canidae
Daphoenictis_tedfordi	37.2	33.9	-103	42	178932	Amphicyonidae
Hesperocyon_gregarius	37.2	33.9	-112	46	178935	Canidae
Hesperocyon_gregarius	37.2	33.9	-104	43	178936	Canidae
Parictis_gilpini	37.2	33.9	-104	43	178937	Amphicynodontinae
Hesperocyon_gregarius	37.2	33.9	-103	42	178943	Canidae
Hesperocyon_gregarius	37.2	33.9	-102	43	178951	Canidae
Parictis_dakotensis	37.2	33.9	-102	43	178952	Amphicynodontinae
Parictis_major	37.2	33.9	-102	43	178953	Amphicynodontinae
Brachyrhynchocyon_dodgei	37.2	33.9	-102	43	178955	Amphicyonidae
Mustelavus_priscus	37.2	33.9	-102	43	178956	Mustelidae
Dinictis_felina	37.2	33.9	-102	43	178958	Nimravidae
Hesperocyon_gregarius	37.2	33.9	-102	43	178990	Canidae
Brachyrhynchocyon_dodgei	37.2	33.9	-112	45	179040	Amphicyonidae
Brachyrhynchocyon_montanus	37.2	33.9	-112	45	179041	Amphicyonidae
Hesperocyon_gregarius	37.2	33.9	-112	45	179042	Canidae
Mustelavus_priscus	37.2	33.9	-112	45	179043	Mustelidae
Palaeogale_sectoria	37.2	33.9	-112	45	179044	Palaeogalidae
Gustafsonia_cognita	37.2	33.9	-104	29	179155	Amphicyonidae
Brachyrhynchocyon_dodgei	37.2	33.9	-104	29	179156	Amphicyonidae
Hesperocyon_gregarius	37.2	33.9	-104	43	179164	Canidae
Hesperocyon_gregarius	37.2	33.9	-104	43	179180	Canidae
Hesperocyon_gregarius	37.2	33.9	-104	43	179188	Canidae
Parictis_gilpini	37.2	33.9	-104	43	179189	Amphicynodontinae
Hesperocyon_gregarius	37.2	33.9	-103	42	179192	Canidae
Brachyrhynchocyon_dodgei	37.2	33.9	-103	42	179193	Amphicyonidae
Hesperocyon_gregarius	37.2	33.9	-111	45	179204	Canidae
Hesperocyon_gregarius	37.2	33.9	-103	42	179273	Canidae
Parictis_gilpini	37.2	33.9	-103	42	179293	Amphicynodontinae
Hesperocyon_gregarius	37.2	33.9	-102	46	179312	Canidae
Brachyrhynchocyon_dodgei	37.2	33.9	-103	42	179313	Amphicyonidae
Hesperocyon_gregarius	37.2	33.9	-104	43	179314	Canidae
Brachyrhynchocyon_dodgei	37.2	33.9	-104	42	179326	Amphicyonidae
Parictis_parvus	37.2	33.9	-104	42	179327	Amphicynodontinae
Hesperocyon_gregarius	33.9	33.3	-103	42	179344	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	179345	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	179347	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	179349	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	179350	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	179353	Canidae
Hesperocyon_gregarius	33.9	33.3	-104	43	179355	Canidae
Daphoenus_hartshornianus	33.9	33.3	-102	43	179370	Amphicyonidae
Daphoenus_hartshornianus	33.9	33.3	-103	42	179381	Amphicyonidae
Hesperocyon_gregarius	33.9	33.3	-103	42	179382	Canidae
Hoplophoneus_primaevus	33.9	33.3	-102	43	179405	Nimravidae
Hesperocyon_gregarius	33.9	33.3	-104	43	179417	Canidae
Hesperocyon_gregarius	33.9	33.3	-112	46	179424	Canidae
Hoplophoneus_primaevus	33.9	33.3	-102	43	179431	Nimravidae
Hesperocyon_gregarius	33.9	33.3	-103	42	179434	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	40	179465	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	40	179503	Canidae
Palaeogale_sectoria	33.9	33.3	-103	40	179506	Palaeogalidae
Drassonax_harpagops	33.9	33.3	-103	40	179507	Amphicynodontinae
Hoplophoneus_primaevus	33.9	33.3	-102	43	179533	Nimravidae
Hesperocyon_gregarius	33.9	33.3	-104	43	179539	Canidae
Hesperocyon_gregarius	33.9	33.3	-112	45	179577	Canidae
Palaeogale_sectoria	33.9	33.3	-112	45	179578	Palaeogalidae
Otarocyon_macdonaldi	33.9	33.3	-112	46	179589	Canidae
Daphoenus_vetus	33.9	33.3	-102	43	179592	Amphicyonidae
Hesperocyon_gregarius	33.9	33.3	-102	43	179593	Canidae
Hoplophoneus_primaevus	33.9	33.3	-102	43	179594	Nimravidae
Hesperocyon_gregarius	33.9	33.3	-102	43	179615	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	179637	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	179648	Canidae
Hoplophoneus_primaevus	33.9	33.3	-103	42	179650	Nimravidae
Dinictis_felina	33.9	33.3	-103	42	179651	Nimravidae
Hesperocyon_gregarius	33.9	33.3	-104	43	179665	Canidae
Hesperocyon_gregarius	33.9	33.3	-102	46	179677	Canidae
Osbornodon_renjiei	33.9	33.3	-102	46	179678	Canidae
Palaeogale_sectoria	33.9	33.3	-105	42	179728	Palaeogalidae
Hesperocyon_gregarius	33.9	33.3	-105	42	179731	Canidae
Palaeogale_sectoria	33.9	33.3	-105	42	179745	Palaeogalidae
Palaeogale_sectoria	33.9	33.3	-105	42	179759	Palaeogalidae
Hesperocyon_gregarius	33.9	33.3	-105	42	179762	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	179763	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	179771	Canidae
Hesperocyon_gregarius	33.9	33.3	-108	49	179806	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	179823	Canidae
Daphoenus_vetus	33.9	33.3	-104	40	179827	Amphicyonidae
Hesperocyon_gregarius	33.9	33.3	-103	42	179828	Canidae
Hesperocyon_gregarius	33.9	33.3	-104	42	179849	Canidae
Hesperocyon_gregarius	33.9	33.3	-104	43	179856	Canidae
Hoplophoneus_sicarius	37.2	33.3	-104	43	179859	Nimravidae
Hesperocyon_gregarius	33.9	33.3	-104	43	179865	Canidae
Hesperocyon_gregarius	33.9	33.3	-102	46	179867	Canidae
Hesperocyon_gregarius	33.9	33.3	-104	43	179869	Canidae
Hesperocyon_gregarius	33.9	33.3	-102	46	179872	Canidae
Hoplophoneus_primaevus	33.9	33.3	-104	42	179880	Nimravidae
Daphoenus_vetus	33.9	33.3	-102	43	179884	Amphicyonidae
Daphoenus_hartshornianus	33.9	33.3	-102	43	179885	Amphicyonidae
Dinictis_felina	33.9	33.3	-102	43	179886	Nimravidae
Hoplophoneus_primaevus	33.9	33.3	-102	43	179887	Nimravidae
Hesperocyon_gregarius	33.9	33.3	-103	41	179909	Canidae
Hesperocyon_gregarius	33.9	33.3	-112	45	179933	Canidae
Hesperocyon_gregarius	33.9	33.3	-102	46	179938	Canidae
Hoplophoneus_primaevus	33.9	33.3	-102	43	179949	Nimravidae
Hesperocyon_gregarius	33.9	33.3	-102	43	179956	Canidae
Parictis_gilpini	33.9	33.3	-104	43	179963	Amphicynodontinae
Hesperocyon_gregarius	33.9	33.3	-104	43	179965	Canidae
Hoplophoneus_primaevus	33.9	33.3	-102	43	179992	Nimravidae
Hoplophoneus_occidentalis	33.9	33.3	-102	43	179993	Nimravidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180008	Canidae
Dinictis_felina	33.9	33.3	-105	41	180010	Nimravidae
Hoplophoneus_primaevus	33.9	33.3	-105	41	180011	Nimravidae
Hoplophoneus_sicarius	33.9	33.3	-102	43	180012	Nimravidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180015	Canidae
Daphoenus_hartshornianus	33.9	33.3	-103	42	180020	Amphicyonidae
Hesperocyon_gregarius	33.9	33.3	-102	43	180024	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180044	Canidae
Daphoenus_hartshornianus	33.9	33.3	-103	42	180058	Amphicyonidae
Hesperocyon_gregarius	33.9	33.3	-104	43	180067	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180069	Canidae
Hesperocyon_gregarius	33.9	33.3	-102	43	180070	Canidae
Hesperocyon_gregarius	33.9	33.3	-104	43	180076	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180126	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180127	Canidae
Palaeogale_sectoria	33.9	33.3	-102	43	180137	Palaeogalidae
Dinictis_felina	33.9	33.3	-102	43	180138	Nimravidae
Hesperocyon_gregarius	33.9	33.3	-102	43	180148	Canidae
Hesperocyon_gregarius	33.9	33.3	-105	42	180152	Canidae
Hesperocyon_gregarius	33.9	33.3	-102	43	180246	Canidae
Hesperocyon_gregarius	33.9	33.3	-104	43	180250	Canidae
Hesperocyon_gregarius	33.9	33.3	-104	43	180253	Canidae
Otarocyon_macdonaldi	33.9	33.3	-102	43	180254	Canidae
Hesperocyon_gregarius	33.9	33.3	-104	43	180255	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	41	180279	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180286	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180287	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180288	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180291	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180298	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180309	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180314	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180328	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180342	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180351	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180373	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180376	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180385	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180391	Canidae
Paradaphoenus_minimus	33.9	33.3	-103	42	180394	Amphicyonidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180403	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180427	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180428	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180464	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180469	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180477	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180494	Canidae
Paradaphoenus_minimus	33.9	33.3	-103	42	180495	Amphicyonidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180512	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180536	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180539	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180542	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180544	Canidae
Hesperocyon_gregarius	33.9	33.3	-103	42	180547	Canidae
Dinictis_felina	33.9	33.3	-102	43	180562	Nimravidae
Hoplophoneus_primaevus	33.9	33.3	-102	43	180563	Nimravidae
Daphoenus_hartshornianus	33.9	33.3	-103	42	180575	Amphicyonidae
Daphoenus_vetus	33.9	33.3	-103	42	180576	Amphicyonidae
Hesperocyon_gregarius	33.9	33.3	-103	46	180589	Canidae
Hesperocyon_gregarius	33.9	33.3	-104	43	180595	Canidae
Archaeocyon_pavidus	33.3	30.8	-103	42	180599	Canidae
Hesperocyon_gregarius	33.3	30.8	-102	42	180617	Canidae
Mesocyon_temnodon	33.3	30.8	-102	43	180627	Canidae
Cynodesmus_thooides	33.3	30.8	-101	43	180629	Canidae
Archaeocyon_pavidus	33.3	30.8	-101	43	180642	Canidae
Osbornodon_sesnoni	33.3	30.8	-101	43	180643	Canidae
Cynodesmus_thooides	33.3	30.8	-103	41	180704	Canidae
Hesperocyon_gregarius	33.3	30.8	-103	42	180707	Canidae
Archaeocyon_pavidus	33.3	30.8	-103	42	180708	Canidae
Nimravus_brachyops	33.3	30.8	-102	43	180715	Nimravidae
Oxetocyon_cuspidatus	33.3	30.8	-102	43	180716	Canidae
Archaeocyon_leptodus	33.3	30.8	-104	42	180728	Canidae
Cynodesmus_thooides	33.3	30.8	-101	43	180821	Canidae
Ectopocynus_antiquus	33.3	30.8	-101	43	180822	Canidae
Cynodesmus_thooides	33.3	30.8	-102	43	180843	Canidae
Cynodesmus_thooides	33.3	30.8	-102	43	180846	Canidae
Hesperocyon_gregarius	33.3	30.8	-102	43	180872	Canidae
Cynodesmus_thooides	33.3	30.8	-102	43	180875	Canidae
Hoplophoneus_cerebralis	30.8	20.43	-119	44	180880	Nimravidae
Nimravus_brachyops	33.3	30.8	-119	44	180881	Nimravidae
Paraenhydrocyon_josephi	30.8	20.43	-119	44	180882	Canidae
Cynarctoides_lemur	30.8	20.43	-119	44	180883	Canidae
Phlaocyon_latidens	33.3	30.8	-119	44	180884	Canidae
Archaeocyon_pavidus	33.3	30.8	-119	44	180885	Canidae
Rhizocyon_oregonensis	30.8	20.43	-119	44	180886	Canidae
Temnocyon_altigenis	33.3	30.8	-119	44	180888	Amphicyonidae
Allocyon_loganensis	33.3	30.8	-119	44	180890	Amphicynodontinae
Archaeocyon_pavidus	33.3	30.8	-103	43	180911	Canidae
Hesperocyon_gregarius	33.3	30.8	-103	42	180964	Canidae
Oxetocyon_cuspidatus	33.3	30.8	-103	41	181004	Canidae
Hesperocyon_gregarius	33.3	30.8	-103	41	181005	Canidae
Archaeocyon_pavidus	33.3	30.8	-103	41	181006	Canidae
Archaeocyon_leptodus	33.3	30.8	-103	42	181011	Canidae
Archaeocyon_pavidus	33.3	30.8	-102	43	181019	Canidae
Dinictis_felina	33.3	30.8	-103	41	181077	Nimravidae
Oxetocyon_cuspidatus	33.3	30.8	-103	41	181078	Canidae
Nimravus_brachyops	33.3	30.8	-103	41	181090	Nimravidae
Hesperocyon_gregarius	33.3	30.8	-103	42	181099	Canidae
Oxetocyon_cuspidatus	33.3	30.8	-103	42	181137	Canidae
Mesocyon_temnodon	33.3	30.8	-103	40	181146	Canidae
Osbornodon_renjiei	33.3	30.8	-103	42	181157	Canidae
Cynodesmus_thooides	33.3	30.8	-102	43	181160	Canidae
Cynodesmus_thooides	33.3	30.8	-101	43	181162	Canidae
Hesperocyon_gregarius	33.3	30.8	-103	46	181165	Canidae
Osbornodon_sesnoni	33.3	30.8	-102	43	181175	Canidae
Promartes_gemmarosae	30.8	20.43	-102	43	181180	Mustelidae
Mammacyon_obtusidens	30.8	20.43	-102	43	181181	Amphicyonidae
Leptocyon_delicatus	30.8	20.43	-102	43	181182	Canidae
Enhydrocyon_crassidens	30.8	20.43	-102	43	181189	Canidae
Leptocyon_vulpinus	24.8	20.43	-102	43	181200	Canidae
Paraenhydrocyon_robustus	24.8	20.43	-102	43	181201	Canidae
Cormocyon_haydeni	30.8	20.43	-102	43	181211	Canidae
Nimravus_brachyops	30.8	20.43	-102	43	181212	Nimravidae
Enhydrocyon_crassidens	24.8	20.43	-102	43	181218	Canidae
Leptocyon_gregorii	24.8	20.43	-102	43	181223	Canidae
Cynarctoides_acridens	30.8	20.43	-102	43	181237	Canidae
Archaeocyon_leptodus	30.8	20.43	-103	41	181244	Canidae
Paraenhydrocyon_josephi	30.8	20.43	-104	42	181246	Canidae
Enhydrocyon_pahinsintewakpa	30.8	20.43	-104	42	181262	Canidae
Paraenhydrocyon_josephi	30.8	20.43	-104	42	181263	Canidae
Archaeocyon_leptodus	30.8	20.43	-104	42	181264	Canidae
Archaeocyon_falkenbachi	30.8	20.43	-104	42	181265	Canidae
Otarocyon_cooki	30.8	20.43	-104	42	181266	Canidae
Cormocyon_haydeni	30.8	20.43	-104	42	181267	Canidae
Cormocyon_copei	30.8	26.3	-103	41	181288	Canidae
Nimravus_brachyops	30.8	26.3	-103	41	181289	Nimravidae
Palaeogale_minuta	30.8	20.43	-82	28	181308	Palaeogalidae
Arikarictis_chapini	30.8	20.43	-82	28	181310	Mustelidae
Osbornodon_wangi	30.8	20.43	-82	28	181312	Canidae
Phlaocyon_taylori	30.8	20.43	-82	28	181313	Canidae
Archaeocyon_leptodus	30.8	20.43	-112	46	181324	Canidae
Nimravus_brachyops	30.8	20.43	-101	43	181333	Nimravidae
Cynodesmus_thooides	30.8	20.43	-101	43	181334	Canidae
Cynodesmus_thooides	30.8	26.3	-103	41	181338	Canidae
Phlaocyon_taylori	30.8	24.8	-82	27	181345	Canidae
Paraenhydrocyon_josephi	30.8	20.43	-104	42	181365	Canidae
Caedocyon_tedfordi	30.8	20.43	-104	42	181366	Canidae
Palaeogale_dorothiae	30.8	26.3	-103	41	181377	Palaeogalidae
Mesocyon_coryphaeus	30.8	20.43	-117	32	181414	Canidae
Dinaelurus_crassus	30.8	20.43	-119	44	181441	Nimravidae
Pogonodon_platycopis	30.8	20.43	-119	44	181442	Nimravidae
Dinictis_felina	30.8	20.43	-119	44	181443	Nimravidae
Nimravus_brachyops	30.8	20.43	-119	44	181444	Nimravidae
Leptocyon_mollis	30.8	20.43	-119	44	181446	Canidae
Osbornodon_sesnoni	30.8	20.43	-119	44	181447	Canidae
Paraenhydrocyon_josephi	30.8	20.43	-119	44	181448	Canidae
Mesocyon_coryphaeus	30.8	20.43	-119	44	181449	Canidae
Mesocyon_brachyops	30.8	20.43	-119	44	181450	Canidae
Cynarctoides_lemur	30.8	20.43	-119	44	181451	Canidae
Phlaocyon_latidens	30.8	20.43	-119	44	181452	Canidae
Cormocyon_copei	30.8	20.43	-119	44	181454	Canidae
Rhizocyon_oregonensis	30.8	20.43	-119	44	181455	Canidae
Enhydrocyon_stenocephalus	30.8	20.43	-119	44	181456	Canidae
Cynodesmus_thooides	30.8	20.43	-111	46	181475	Canidae
Otarocyon_cooki	30.8	20.43	-102	43	181524	Canidae
Cynarctoides_lemur	30.8	20.43	-102	43	181525	Canidae
Cynarctoides_luskensis	30.8	20.43	-103	41	181543	Canidae
Archaeocyon_leptodus	30.8	20.43	-104	42	181549	Canidae
Nimravus_brachyops	30.8	20.43	-119	34	181586	Nimravidae
Hoplophoneus_cerebralis	30.8	20.43	-119	34	181587	Nimravidae
Mesocyon_brachyops	30.8	20.43	-119	34	181588	Canidae
Archaeocyon_pavidus	30.8	20.43	-119	34	181590	Canidae
Philotrox_condoni	30.8	20.43	-104	43	181636	Canidae
Enhydrocyon_pahinsintewakpa	30.8	20.43	-104	43	181637	Canidae
Ectopocynus_antiquus	30.8	20.43	-104	43	181638	Canidae
Ectopocynus_intermedius	30.8	20.43	-104	43	181639	Canidae
Archaeocyon_leptodus	30.8	20.43	-104	43	181640	Canidae
Otarocyon_cooki	30.8	20.43	-104	43	181641	Canidae
Phlaocyon_minor	30.8	20.43	-104	43	181642	Canidae
Paraenhydrocyon_josephi	30.8	20.43	-104	42	181662	Canidae
Nimravus_brachyops	30.8	20.43	-119	44	181663	Nimravidae
Mesocyon_brachyops	30.8	20.43	-119	44	181664	Canidae
Cormocyon_copei	30.8	20.43	-119	44	181666	Canidae
Rhizocyon_oregonensis	30.8	20.43	-119	44	181667	Canidae
Cynodesmus_thooides	30.8	20.43	-112	46	181721	Canidae
Enhydrocyon_crassidens	26.3	24.8	-102	43	181791	Canidae
Enhydrocyon_pahinsintewakpa	26.3	24.8	-102	43	181804	Canidae
Promartes_lepidus	26.3	24.8	-102	43	181864	Mustelidae
Enhydrocyon_pahinsintewakpa	26.3	24.8	-102	43	181865	Canidae
Delotrochanter_petersoni	26.3	24.8	-103	42	181870	Amphicyonidae
Promartes_darbyi	26.3	24.8	-103	42	181872	Mustelidae
Archaeocyon_leptodus	30.8	20.43	-103	41	181900	Canidae
Otarocyon_cooki	30.8	20.43	-104	43	181910	Canidae
Archaeocyon_leptodus	30.8	20.43	-104	42	181915	Canidae
Cynodesmus_thooides	30.8	20.43	-101	43	181921	Canidae
